fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,overplotting
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,White,16.95253437,16.15972506,-10.97917323,-2.681527174,-0.975980387,-0.819593217,-0.476781247,-0.617908743,-0.496426775,-0.003764729,0.540407117,-0.930558768,0.126460069,0.20355431,0
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6,White,-12.66278156,2.847043589,26.85085368,-2.925974143,-1.243769709,1.726271469,0.87762632,-0.077806168,1.226094224,-0.24298235,0.118869292,-0.530016613,-0.378557046,-0.314406329,0
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,White,-25.25892494,8.630390734,5.899447987,0.402082424,0.819122331,-0.662835105,-1.329565818,-0.311743855,-1.207412901,0.613331396,-0.309992503,0.979018982,0.012329122,-0.270858543,0
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,White,-25.25898482,8.630351005,5.899472969,0.402082424,0.819122331,-0.662835105,-1.329565818,-0.311743855,-1.207412901,0.613331396,-0.309992503,0.979018982,0.012329122,-0.270858543,0
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8,White,-11.20442215,-22.54119499,-11.83145979,0.654973443,2.892933865,-0.624946961,1.591771562,-0.460098855,0.448569822,-0.213158875,0.76967147,-0.158157468,-0.144199989,-0.090689829,0
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7,White,7.770087941,-17.76597185,16.57064005,0.018569284,1.904926228,-0.248670332,-0.363754492,-1.269035234,0.251633705,0.026115617,0.56588917,0.03274654,-0.865896588,-0.114512229,0
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,White,26.22968644,9.437460762,1.389051503,-2.239605366,-1.21492672,-0.214929362,0.743308846,-1.727229627,0.032811593,-0.945581606,-0.288807366,-0.495732132,-0.407740099,-0.270246928,0
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,White,0.892685161,13.49273744,-10.42785648,-2.485927666,-1.875185738,-0.209511288,0.076943601,-0.068800445,-0.045045374,1.161018208,0.289230314,-0.24859235,0.595567861,0.22397577,0
4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5,White,25.98284354,4.494754177,-4.749132055,-0.000777728,-0.267151401,2.197867043,0.756001666,0.5252267,-0.080980877,0.165744408,-1.470334059,0.510079382,-0.439158813,0.153531956,0
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,White,5.989053183,-20.00462051,5.223083985,-0.469953151,1.475440482,0.80559775,-1.251132147,-0.337100011,0.437948777,-0.516304612,-0.43164746,-0.052901811,-0.244652169,-0.01129855,0
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,White,14.82069277,-10.51356947,-0.954387885,-0.324143466,1.123649233,-0.469254096,0.479440143,0.027937159,-0.110157821,-0.852596827,-0.732280758,-0.79306289,-0.527379462,0.036584632,0
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,White,15.65313657,2.579749106,3.708676695,-0.529014958,1.51234941,0.153158374,0.07407327,0.937623257,0.317917583,0.190511763,-0.169737445,-0.089740584,-0.411245159,-0.378511595,0
6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,White,-10.20383332,2.510151918,28.4405303,-2.263474804,0.143459797,0.424913428,1.094817292,0.635167323,0.320904563,0.02341256,-0.253270206,0.381352291,-0.747713633,-0.522147602,0
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8,White,8.826400146,5.690899824,-13.78042589,-1.538522037,0.691634949,-0.599519064,0.561875448,-0.197374231,1.271183304,-2.054356104,-0.65594903,-1.693330935,-0.10239829,-0.148385809,0
6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5,White,19.66092982,-12.72182341,1.931318808,0.003592816,-0.517064813,0.643590615,-0.38737425,0.269453966,0.002966691,0.402465237,-1.338277356,0.216743383,-0.566499932,0.102498008,0
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,White,0.556827218,1.289176063,-19.04883476,-1.173401902,0.395957714,0.501636432,2.154242409,0.604893655,-0.977039378,-1.857824063,0.736921399,-0.41135875,0.51869197,-0.094738623,0
6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,White,8.28373002,9.711832377,3.75354217,-1.378647228,-1.274387268,1.181523431,1.531540813,0.405617396,-1.548615068,0.143227447,1.083673059,0.896986825,-0.079860233,-0.092639193,0
6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,5,White,-23.93796414,17.44157875,2.746169909,1.189197875,0.856451618,0.238937233,-2.082395845,-0.026710408,0.091468956,0.510428278,0.106604683,0.083190482,0.020728382,-0.017623763,0
6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,7,White,11.56182434,-18.39203097,14.71199277,-0.787012597,-0.309192652,-0.164588385,0.368811246,-1.166296662,-0.889859612,-1.746099021,-0.121451951,-0.511284487,-0.764175079,0.177241191,0
6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,6,White,-22.62356653,-6.372272861,12.35945858,0.34378123,1.021788381,-0.24740357,-0.453272067,0.074208671,-1.066662463,-0.60071219,-0.923574802,-0.289428325,-0.283741014,0.084326061,0
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,White,23.23356301,8.188282638,10.3861588,-2.6464564,-1.392361093,0.02160435,-0.20980881,-1.299224906,0.257861555,-0.397278701,-0.160809888,0.142997337,-0.264386213,0.081587264,0
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,White,-26.62997555,-7.358881086,-3.206135822,0.691028213,2.497847178,-0.997771324,1.171753406,0.087334543,-0.799991805,-0.245828973,-0.919909383,0.43540085,-0.07226185,0.04797535,0
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,White,5.676663373,-9.335877033,-19.34603768,-0.581810665,0.472088392,0.674328847,1.271347611,0.74536934,-1.083964257,-1.069537617,0.595436251,0.456114963,0.39578381,-0.133867307,0
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,White,-1.397020878,1.684580296,-17.22269984,-0.717518144,0.804028101,0.869056592,0.857932669,2.142737073,-0.775271472,0.121287326,0.259123945,0.271959838,0.832026301,-0.09595944,0
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,White,-15.38446582,2.248399514,18.85397664,-3.376980213,-1.178128098,1.383901265,0.690188324,0.360006309,0.529108843,0.394126155,0.443992981,0.782531146,0.567475195,-0.127183115,0
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,White,-31.65672162,1.951319883,0.106380663,0.145130125,1.010535083,-0.758659538,-0.51914053,-0.59734568,-0.358492646,-1.506687157,-0.29485492,-0.730331011,-0.160316979,0.026378944,0
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7,White,5.733130553,-0.430463303,18.24359478,-0.765119033,1.07906624,-0.266033154,1.488510114,1.149730103,-0.076642023,-0.863659513,0.303431026,-0.703399376,-0.792447443,-0.215409665,0
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,White,8.610932714,-4.847894599,-27.31894078,-1.108318231,-2.231255412,-1.725256145,0.148155545,0.486454433,0.508946307,1.270773895,-1.303793785,0.04237118,0.255219839,0.789479883,0
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,White,21.85516075,-2.935993684,15.44710136,0.432170044,0.651585315,-2.151001613,1.225305381,1.616303894,-1.289223499,1.076831659,1.856418813,0.199249342,-1.467037716,0.181930176,0
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,White,-6.703846098,1.250764427,29.67447828,-1.100804931,-0.67014547,0.276228753,2.165645607,0.900426993,-0.719287468,0.267366927,0.369948829,-0.097757487,-1.074131584,-0.526023771,0
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4,White,16.10291843,-15.6800875,12.95484301,1.520164644,-1.203002641,0.642038826,-0.691926436,0.989271249,0.033644569,2.233482154,-0.41411524,-0.35753876,-0.718261167,-0.093945341,0
8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,White,-26.24807276,11.31714345,-4.186160597,0.376070724,-0.181172891,0.063505737,-2.241074088,0.132859852,-0.375465412,-0.117907652,-0.456449799,-1.015214109,0.129877982,0.377398729,0
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,White,-8.227071736,-13.32685205,2.372645806,0.676324703,0.938663607,0.316451568,0.634720785,0.75265488,-1.277340082,-0.882093652,0.662613201,0.196212052,-0.189578578,-0.0672686,0
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6,White,8.911498406,5.544437149,-13.865392,-0.058127567,0.136914557,-0.589988615,1.520155779,1.44872792,-0.151246611,0.069944993,0.015091856,0.035087389,-0.027660924,-0.452763886,0
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,White,-2.690920401,-26.2198588,5.699619803,-1.160383614,0.807316141,-0.502861799,-0.575735196,-1.684862528,0.860142519,-0.25052299,-0.083935128,-0.277892866,-0.015222605,-0.282365276,0
6.8,0.15,0.33,4.7,0.059,31,118,0.9956,3.43,0.39,9,7,White,1.268602414,-21.40345905,-0.441387896,-0.536870449,0.198570848,0.19571273,0.887277461,-0.304189488,-1.090538404,-2.116291829,0.516130638,-0.53456422,-0.124227518,0.059182577,0
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,White,8.302012374,-1.91153857,10.90458549,-3.182893713,-1.531317636,-0.116919071,0.040120937,-1.38838002,0.166101643,-0.230006781,-0.040606126,0.322896267,-0.200307714,-0.191895403,0
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6,White,8.704936353,-4.015647727,-27.0014895,-1.128147359,0.078792929,1.101458392,0.509825656,-0.37531537,-0.265503889,-0.442241285,0.520174865,0.091167623,0.263827885,-0.079815074,0
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,White,3.256894377,14.34551305,-17.17875365,-2.935316412,-1.62230492,-0.981343175,-0.780914076,0.477331657,-0.732699122,0.659670457,0.785270089,-1.046984715,0.71875094,0.416252989,0
6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6,White,5.858149909,10.77086573,2.807367503,-1.815765643,-0.849308468,0.886065194,1.930806331,-0.067132859,-1.009149609,-0.427109185,1.083276192,0.421914856,0.154751674,-0.214585256,0
6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6,White,-16.66894927,-26.00149155,-4.352544078,-1.007888954,-0.902823134,0.608082068,1.368031356,-0.790658311,-1.931199086,-1.255636264,0.473312669,0.745945781,0.34964688,0.280073008,0
5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5,White,-22.506015,-12.33681909,4.482199723,0.076015958,0.395069255,0.528793863,-0.958528882,0.866648232,-1.279506409,-1.114816024,-0.78075977,0.331970146,0.073236469,0.082997714,0
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,White,-7.155258276,1.39578516,-2.976294538,-1.597416084,2.89690119,0.01468015,2.255278961,0.242342033,0.511146927,-0.098351177,1.578095001,-0.643507788,0.317331288,-0.071295401,0
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,White,13.79914427,-22.043562,3.988346206,-0.016349605,0.487615495,0.571608853,-0.788591975,0.927013504,-0.717858542,-0.144227507,-0.004923668,0.141891062,-0.149606143,-0.292625014,0
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,White,-20.43719895,6.602472105,-15.85363036,1.588344783,-0.885865422,3.11234551,-1.307256016,0.581028466,0.038871339,0.069324327,-0.364944988,-0.32392733,0.30807082,0.214956554,0
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,White,9.519123583,3.552724657,-16.31599384,-0.496156248,-0.058144845,-0.8075867,1.455840356,1.632885558,-0.428994138,-0.395551284,-1.331674581,-0.341318982,0.181077319,-0.07067342,0
7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5,White,-21.41844302,13.74027485,-10.65617837,0.318599885,1.293013952,0.228951565,-1.596738853,0.52896725,-1.032328069,-0.184140912,0.155202285,0.293456886,0.450458424,-0.032913687,0
6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7,White,17.42254215,-1.050633758,22.13987788,-1.444189891,-0.724738894,0.198983201,1.533936176,-1.144497414,-0.599270921,-0.466285061,0.377761249,-0.633316202,-1.175061976,-0.185379217,0
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,White,10.42687114,-9.882737281,-15.56968983,0.000547706,2.341050034,0.144522852,0.408133458,-0.332293402,1.222549123,0.82852131,0.849120936,-0.352408078,-0.1432726,-0.174514325,0
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,White,-14.86089982,-25.75551137,-0.520730846,-1.615516321,-1.474929761,-0.441698004,-0.858768369,-1.63504563,0.605621636,-0.773703774,-0.154654318,0.459307823,0.219338476,0.215130094,0
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,White,-14.95063804,-4.661190014,-21.72486108,-0.139622676,1.594300296,0.115113046,-0.090626216,0.520589563,-0.872076652,-0.409077587,0.046626569,-0.231733377,0.60227949,0.088638379,0
6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6,White,5.838592918,-8.460778048,-18.97601978,-0.346134134,1.787907597,0.225742878,0.822949206,1.144068561,-0.826290525,0.121274779,0.582769608,-0.046614093,0.383056015,-0.036824921,0
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,White,-26.26671613,-4.595740047,5.150835037,0.343873015,2.863700926,-0.610303166,-0.783919012,-1.278754906,1.01432264,-0.761208786,0.588260735,-1.195254469,-0.425601721,-0.043942533,0
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,White,-17.69935283,-15.26448056,-4.4353231,0.353387069,2.5531571,-0.75227018,0.496034771,-0.07003762,-0.105022781,0.080632753,0.172213119,-0.003912369,-0.006022563,0.02237482,0
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,White,-22.69499494,-8.531945544,-9.751213854,0.525452817,1.925931671,-0.614799826,0.280007819,-0.960120094,0.748876701,0.934113722,0.433395473,-0.164472048,-0.017402333,0.15803889,0
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,White,13.26788266,1.564573688,4.099696488,-1.039995462,0.198490606,1.006084603,0.950546174,1.028994687,-1.192326083,-1.340617782,0.04239479,-0.538000083,-0.228092697,-0.501212225,0
7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,White,-21.55520408,14.25556577,-9.664783168,0.610007274,1.809580939,-0.090725049,0.035839599,-0.421599292,-0.651943961,-1.41582409,0.251243744,-0.265517542,0.08823094,-0.078608205,0
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,White,24.9833341,-2.911777123,-0.534617946,-0.708247495,0.102325318,-1.595800236,0.294055303,1.136192691,-1.803468082,-0.225097575,0.22873589,-1.014022897,-0.605609342,0.17201636,0
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,White,-25.70373636,11.84979585,-3.599570471,0.606809788,0.531117548,0.733666583,-0.692404643,0.507788357,-2.330718022,-0.923383915,0.178376961,0.230468856,0.228494172,-0.001077069,0
7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,White,27.01228722,3.399498047,-4.260867156,0.122928074,-2.328843492,-0.315512134,-0.47486641,1.388651743,1.134172281,-1.268902826,1.14514218,0.928093403,-0.753461144,-0.230008951,0
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,White,14.78515379,-10.87683386,-1.054039558,-0.120820074,2.078889047,-1.65661056,-0.066361523,0.756065672,0.237461983,1.261003763,-1.494395836,0.394735306,-0.233373924,-0.317614796,0
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,White,-9.795321384,-17.28083551,-1.286778917,0.485376878,2.850768925,-0.469235105,0.060510569,-0.188894763,0.697806211,0.447909887,0.071988513,-0.159452543,-0.090557593,-0.194893915,0
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6,White,14.35399814,-18.92095457,-3.086543264,0.009681438,0.529123775,0.51040323,0.196338313,-0.073312383,-0.257405854,0.097111859,0.669253306,-0.178599741,-0.248756394,-0.091446025,0
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5,White,-14.61689753,-0.457203513,22.6238487,-3.259263029,-2.96351162,-1.596755835,0.383324308,-0.098614596,0.525472742,2.999442021,0.309888097,-1.038143048,-0.19578742,0.585520951,0
9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5,White,27.6503703,-4.652285868,6.294831527,-0.929592268,0.482463791,-0.988596911,-2.317768929,0.611603758,-0.436697891,0.483481745,-0.128013978,-0.473360436,-0.709874231,-0.556401822,0
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,White,-7.032160191,-14.74116227,20.36249184,0.855711754,1.954767668,-1.909261829,-0.63068971,0.177379786,-0.019345227,1.014682317,-1.119166689,0.755921407,-0.750972389,-0.42363995,0
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,White,-29.35135316,6.139423293,2.920072771,1.248573649,2.092716288,0.678306909,-0.574821666,-0.070321123,-0.772787483,0.066753551,0.722678277,-0.117275117,-0.280280002,0.343009675,0
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,White,25.26829761,5.669563143,-5.82256926,-1.088785748,1.658844149,-0.191594243,1.142023242,-1.07663793,0.493995774,-0.786210196,1.033080026,-0.650824644,-0.528179713,-0.251671642,0
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,White,9.0760466,5.291858471,-8.718069392,-0.884224708,3.0358707,-0.362096729,1.232922509,0.158084913,0.82799943,-0.633853373,0.968242267,-0.608183911,-0.165028628,-0.356127786,0
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,White,-0.267359159,-0.501936421,2.965431427,-0.335301974,0.0762136,0.861596321,3.01842899,1.892583919,-1.021470416,-0.286177688,-0.265374055,-0.099135987,-0.03657664,-0.255372418,0
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,White,5.844962503,9.29987508,-12.56970202,-1.25464784,0.680592781,1.312437109,1.433747152,0.694035617,-0.987682177,-0.971325338,0.772938649,0.424878015,0.469907266,-0.4689339,0
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,White,1.474775523,-4.38035042,8.916359795,-2.633483583,-1.932058572,-0.121445102,1.764086782,-0.448246858,-0.695312414,-0.042150309,0.128752258,0.090877778,0.031720051,0.081125684,0
6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6,White,15.09262565,-16.30304695,19.17378623,0.730606594,0.979655772,-1.276492868,-0.340160642,0.208553866,-0.389387953,0.525525814,-0.775172108,0.061296313,-1.097306004,-0.236934246,0
6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,White,15.03256414,-16.29736808,19.21883724,0.849692914,1.018892385,-1.171380034,-0.028933179,0.289696005,-0.75550274,0.365021433,-0.753940415,0.232594401,-1.123489893,-0.256491333,0
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,White,-30.87978155,1.552912975,2.22166381,1.511541743,2.441748843,0.037073386,-0.280314455,-0.190546934,0.064641398,1.228766013,0.565986847,0.590545663,-0.262131578,0.053029129,0
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,White,16.2883008,-0.886140909,22.96611904,-2.571480012,-1.030113606,-0.459252322,0.412674771,-1.42939143,0.459516072,-0.778644923,-0.194894234,-0.578190259,-0.852021846,-0.19374712,0
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,White,16.28928016,-0.886238111,22.96624152,-2.571480012,-1.030113606,-0.459252322,0.412674771,-1.42939143,0.459516072,-0.778644923,-0.194894234,-0.578190259,-0.852021846,-0.19374712,0
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,White,10.51659007,-16.72791767,12.61130241,0.678316498,0.527392225,0.196801175,0.387838189,0.458061455,-0.928120781,-0.676322453,-0.744708557,-0.158862322,-0.729968009,-0.009699186,0
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,White,5.293910495,-23.19680728,7.460023633,-0.750913115,0.557167692,-0.632987504,-0.814719499,-0.578167392,-0.470680331,0.182030019,0.640634631,-0.121426722,-0.289688478,0.030716448,0
6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7,White,-25.7983613,-3.601902565,5.317783577,0.433454027,2.435779643,-1.230411939,-0.656914551,-0.625857564,0.213825307,0.501274404,0.420651052,-0.571577752,-0.402332615,0.398368605,0
7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5,White,4.710977214,15.27037187,-16.74137236,-3.361869116,-1.773165522,-1.390231275,-0.858618993,0.123971812,-0.758405399,0.706470225,1.003474131,-0.49969394,0.64683765,0.560252844,0
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,White,27.61798391,-9.154718504,2.182212724,-0.206871914,1.532496379,-0.916080174,-0.606703487,0.752383639,-0.794489144,-0.305277267,0.394103054,0.122297249,-0.848840792,-0.179651546,0
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,White,-14.24032864,-2.918886052,-21.47592244,0.520064846,1.887584106,-0.48630256,-0.013546134,0.871476386,-0.603377143,0.032209607,1.520828754,0.316851109,0.368218736,0.04580003,0
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,White,14.84137561,7.781539598,-22.30107278,-1.380837295,2.466502965,-0.427457184,0.567569763,-1.443062575,1.157865601,0.491582919,2.167854183,-0.713052141,-0.125765773,-0.0418298,0
7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,White,-16.88752808,20.47862337,15.21263057,0.659327395,1.521874063,-0.418575538,-2.576616831,0.104414199,-1.144609287,-0.266007982,0.858735239,0.523610559,0.238860727,0.118876934,0
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,White,27.60037837,-9.387500517,2.165851016,-0.285884638,0.808713514,-0.42964434,0.205958098,0.69345921,-2.129572853,-1.043193434,0.651498931,-0.04501869,-0.747919048,-0.42021256,0
6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6,White,-14.511407,0.386836545,21.13360913,-3.674773111,-0.975680061,-1.481246279,0.954236525,0.505083085,-0.52655869,0.922155487,1.202132262,-0.722880117,0.043239718,0.438697179,0
6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5,White,-23.81747763,20.2764906,7.344556928,2.066318216,0.098561724,1.879305879,-1.200642943,-0.245778211,-0.794371196,0.20865554,1.009941027,-0.664231865,-0.247618807,0.265420852,0
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,White,4.599845731,-27.49222674,1.303258913,-1.583591219,1.921656742,-2.351147715,0.677434883,-1.869003936,-0.848494868,-0.000465211,2.185284354,0.165016657,-0.484222412,0.332119018,0
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,White,18.13884621,-19.30126161,-0.793985507,-1.793619586,1.337917514,-0.948590077,-0.859879451,-1.376878026,0.291645089,-0.265532335,0.652934514,-0.282790746,-0.179632928,0.004338127,0
8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,White,17.79830161,4.096713184,-1.785195792,-1.604682135,0.874331321,-0.561031597,-1.065660095,0.595016098,-0.189087406,-0.402086619,0.244939479,-0.905957461,-0.17004133,-0.487300621,0
